Date,Year,Month,Mdate,Weekday_End,Day,Hour,Town_Hall-West,Collins Place-South,Australia on Collins,Bourke Street Mall-South,Bourke Street Mall-North,Melbourne Central,Flagstaff Station,State Library
9/21/2012,2012,9,21,10,6,4,44,14,19,12,19,37,3,19
9/21/2012,2012,9,21,10,6,5,103,47,35,21,35,64,77,28
9/21/2012,2012,9,21,10,6,6,159,224,100,120,78,161,567,85
9/21/2012,2012,9,21,10,6,7,499,641,365,279,314,315,2005,291
9/21/2012,2012,9,21,10,6,8,1142,1677,894,694,869,753,5297,782
9/21/2012,2012,9,21,10,6,9,1281,1123,957,959,1029,908,2265,727
9/21/2012,2012,9,21,10,6,10,1853,603,1164,1290,1292,1025,948,745
9/21/2012,2012,9,21,10,6,11,2290,597,1515,1819,1880,1379,774,859
9/21/2012,2012,9,21,10,6,12,3274,1386,2441,3047,3106,2467,1028,1721
9/21/2012,2012,9,21,10,6,13,3767,1476,2824,3844,3650,2788,1209,1765
9/21/2012,2012,9,21,10,6,14,3177,808,1792,3015,2970,2255,866,1526
9/21/2012,2012,9,21,10,6,15,3094,612,1822,2795,2773,2517,1054,1741
9/21/2012,2012,9,21,10,6,16,3109,811,1724,2882,2779,2654,1878,1867
9/21/2012,2012,9,21,10,6,17,3639,1169,1718,3048,3532,3151,2998,2253
9/21/2012,2012,9,21,10,6,18,3318,775,1317,2416,2924,3152,1260,1913
9/21/2012,2012,9,21,10,6,19,2946,531,728,1713,2128,2960,426,1461
9/21/2012,2012,9,21,10,6,20,2267,325,388,1285,1556,2617,221,1290
9/21/2012,2012,9,21,10,6,21,1966,189,314,596,845,2631,148,1199
9/21/2012,2012,9,21,10,6,22,1669,302,296,431,514,1935,105,840
9/21/2012,2012,9,21,10,6,23,1595,155,237,348,387,1713,84,556
9/22/2012,2012,9,22,20,7,0,711,114,133,196,155,902,36,350
9/22/2012,2012,9,22,20,7,1,381,48,81,110,111,558,19,150
9/22/2012,2012,9,22,20,7,2,306,35,71,84,68,268,16,80
9/22/2012,2012,9,22,20,7,3,217,23,21,80,42,268,6,75
9/22/2012,2012,9,22,20,7,4,142,28,33,62,71,93,13,39
9/22/2012,2012,9,22,20,7,5,113,34,23,52,64,75,6,57
9/22/2012,2012,9,22,20,7,6,113,27,39,60,49,87,23,33
9/22/2012,2012,9,22,20,7,7,227,79,112,74,86,224,30,93
9/22/2012,2012,9,22,20,7,8,436,141,274,303,332,498,70,183
9/22/2012,2012,9,22,20,7,9,1011,222,573,912,787,758,74,333
9/22/2012,2012,9,22,20,7,10,1590,234,1076,1524,1412,1063,100,615
9/22/2012,2012,9,22,20,7,11,2109,291,1265,2197,1918,1619,75,914
9/22/2012,2012,9,22,20,7,12,2876,344,1555,2801,2582,2482,83,1266
9/22/2012,2012,9,22,20,7,13,3303,495,1811,3145,3041,2952,111,1774
9/22/2012,2012,9,22,20,7,14,3473,480,1751,3700,3131,3097,105,1888
9/22/2012,2012,9,22,20,7,15,3591,431,1719,3634,3345,2998,101,1935
9/22/2012,2012,9,22,20,7,16,3092,493,1433,3151,2941,2890,72,1945
9/22/2012,2012,9,22,20,7,17,2710,498,878,2346,2518,2790,62,1918
9/22/2012,2012,9,22,20,7,18,2239,476,400,1180,1640,2807,65,1483
9/22/2012,2012,9,22,20,7,19,2026,365,358,629,939,2598,59,1302
9/22/2012,2012,9,22,20,7,20,2034,675,410,542,682,2450,42,1087
9/22/2012,2012,9,22,20,7,21,1688,296,286,507,579,2365,55,979
9/22/2012,2012,9,22,20,7,22,1460,259,298,468,406,1747,57,712
9/22/2012,2012,9,22,20,7,23,1139,239,235,397,373,1430,45,526
9/23/2012,2012,9,23,20,1,0,1005,128,171,271,278,936,42,270
9/23/2012,2012,9,23,20,1,1,470,58,132,231,222,466,19,227
9/23/2012,2012,9,23,20,1,2,504,42,102,224,170,388,29,143
9/23/2012,2012,9,23,20,1,3,339,16,91,140,127,258,19,75
9/23/2012,2012,9,23,20,1,4,202,19,30,81,53,105,8,47
9/23/2012,2012,9,23,20,1,5,95,15,21,53,22,77,6,35
9/23/2012,2012,9,23,20,1,6,95,38,21,60,35,60,7,35
9/23/2012,2012,9,23,20,1,7,188,41,66,68,48,157,15,64
9/23/2012,2012,9,23,20,1,8,276,89,138,191,126,343,38,107
9/23/2012,2012,9,23,20,1,9,658,133,430,420,426,459,37,231
9/23/2012,2012,9,23,20,1,10,1064,197,799,1036,900,859,84,469
9/23/2012,2012,9,23,20,1,11,1541,197,950,1659,1626,1401,53,732
9/23/2012,2012,9,23,20,1,12,2178,280,1168,2213,2113,2078,79,1138
9/23/2012,2012,9,23,20,1,13,2727,289,1292,2415,2599,2451,81,1561
9/23/2012,2012,9,23,20,1,14,2836,259,1354,2784,2941,2571,73,1594
9/23/2012,2012,9,23,20,1,15,2852,304,1271,2844,2649,2438,56,1619
9/23/2012,2012,9,23,20,1,16,2660,284,1090,2401,2371,2280,69,1545
9/23/2012,2012,9,23,20,1,17,2222,274,538,1607,1782,2355,56,1466
9/23/2012,2012,9,23,20,1,18,1603,212,315,734,1121,2105,47,1011
9/23/2012,2012,9,23,20,1,19,1243,127,209,453,487,1789,30,824
9/23/2012,2012,9,23,20,1,20,930,98,194,317,286,1453,36,608
9/23/2012,2012,9,23,20,1,21,638,80,175,208,231,1023,14,510
9/23/2012,2012,9,23,20,1,22,370,40,102,162,153,713,27,301
9/23/2012,2012,9,23,20,1,23,257,41,58,70,73,374,26,154
9/24/2012,2012,9,24,10,2,0,133,15,46,23,41,147,10,70
9/24/2012,2012,9,24,10,2,1,55,10,28,17,34,52,9,27
9/24/2012,2012,9,24,10,2,2,31,4,10,11,23,29,2,34
9/24/2012,2012,9,24,10,2,3,32,4,6,65,3,28,4,12
9/24/2012,2012,9,24,10,2,4,54,10,12,13,4,24,1,18
9/24/2012,2012,9,24,10,2,5,75,52,16,11,20,61,69,21
9/24/2012,2012,9,24,10,2,6,154,183,80,77,63,181,547,89
9/24/2012,2012,9,24,10,2,7,449,648,332,244,285,318,1968,234
9/24/2012,2012,9,24,10,2,8,1110,1831,842,664,745,835,5025,768
9/24/2012,2012,9,24,10,2,9,1170,1007,942,966,950,970,2091,577
9/24/2012,2012,9,24,10,2,10,1620,629,1190,1454,1225,1163,853,676
9/24/2012,2012,9,24,10,2,11,2208,558,1505,1961,1876,1680,642,1016
9/24/2012,2012,9,24,10,2,12,3345,1381,2630,3392,3218,2671,956,1687
9/24/2012,2012,9,24,10,2,13,3813,1407,2884,3911,3620,2845,1135,1898
9/24/2012,2012,9,24,10,2,14,3448,714,1915,2871,2794,2540,875,1684
9/24/2012,2012,9,24,10,2,15,3066,611,1675,2755,2504,2635,975,1668
9/24/2012,2012,9,24,10,2,16,2884,778,1377,2377,2232,2529,2006,1736
9/24/2012,2012,9,24,10,2,17,2903,1178,1291,2154,2211,2556,3757,1984
9/24/2012,2012,9,24,10,2,18,2158,790,686,1035,1625,2259,1628,1434
9/24/2012,2012,9,24,10,2,19,1445,428,331,530,737,1999,398,1076
9/24/2012,2012,9,24,10,2,20,1052,289,196,373,372,1592,186,913
9/24/2012,2012,9,24,10,2,21,723,226,157,213,276,1183,99,603
9/24/2012,2012,9,24,10,2,22,543,133,76,155,127,813,43,441
9/24/2012,2012,9,24,10,2,23,323,91,79,102,79,436,47,166
9/25/2012,2012,9,25,10,3,0,100,26,21,49,31,191,6,50
9/25/2012,2012,9,25,10,3,1,51,9,12,13,33,74,5,18
9/25/2012,2012,9,25,10,3,2,35,11,5,8,8,30,19,21
9/25/2012,2012,9,25,10,3,3,26,9,11,16,5,19,1,14
9/25/2012,2012,9,25,10,3,4,31,11,9,3,2,14,2,5
9/25/2012,2012,9,25,10,3,5,78,50,22,17,17,47,70,16
9/25/2012,2012,9,25,10,3,6,145,185,88,83,69,142,534,73
9/25/2012,2012,9,25,10,3,7,400,667,366,304,285,335,1946,238
9/25/2012,2012,9,25,10,3,8,1122,1834,914,731,718,743,5164,760
9/25/2012,2012,9,25,10,3,9,1197,1035,968,831,797,982,2053,635
9/25/2012,2012,9,25,10,3,10,1582,549,1186,1263,1170,1149,795,691
9/25/2012,2012,9,25,10,3,11,2273,596,1435,2100,1649,2050,786,1062
9/25/2012,2012,9,25,10,3,12,3364,1414,2545,3335,3105,3029,1032,1844
9/25/2012,2012,9,25,10,3,13,3890,1548,2760,4227,3696,3255,1317,2090
9/25/2012,2012,9,25,10,3,14,3354,812,1933,3156,2854,2802,753,1891
9/25/2012,2012,9,25,10,3,15,3090,632,1647,2947,2612,2588,1081,1825
9/25/2012,2012,9,25,10,3,16,3171,703,1503,2582,2444,2732,1894,1911
9/25/2012,2012,9,25,10,3,17,3111,1353,1482,2294,2481,2842,3768,2078
9/25/2012,2012,9,25,10,3,18,2550,800,877,1273,1973,2757,1592,1718
9/25/2012,2012,9,25,10,3,19,1602,413,334,603,893,2229,487,1175
9/25/2012,2012,9,25,10,3,20,1163,253,267,413,485,1923,211,1008
9/25/2012,2012,9,25,10,3,21,887,241,209,255,315,1539,113,669
9/25/2012,2012,9,25,10,3,22,667,159,147,219,227,959,78,465
9/25/2012,2012,9,25,10,3,23,369,103,87,77,94,506,44,257
9/26/2012,2012,9,26,10,4,0,118,24,30,29,41,224,14,92
9/26/2012,2012,9,26,10,4,1,73,13,26,20,26,98,10,32
9/26/2012,2012,9,26,10,4,2,36,6,11,11,23,42,1,26
9/26/2012,2012,9,26,10,4,3,40,6,11,83,4,40,10,10
9/26/2012,2012,9,26,10,4,4,35,9,10,0,3,23,1,14
9/26/2012,2012,9,26,10,4,5,66,53,20,26,21,53,79,24
9/26/2012,2012,9,26,10,4,6,147,218,125,87,67,145,565,94
9/26/2012,2012,9,26,10,4,7,524,734,440,314,323,369,2050,286
9/26/2012,2012,9,26,10,4,8,1131,1868,1002,699,755,817,4751,683
9/26/2012,2012,9,26,10,4,9,1343,1060,1010,1034,961,967,1991,627
9/26/2012,2012,9,26,10,4,10,1563,715,1282,1763,1275,1232,866,771
9/26/2012,2012,9,26,10,4,11,2374,598,1649,2340,2125,1901,701,1087
9/26/2012,2012,9,26,10,4,12,3673,1628,2548,3718,3384,3140,994,1908
9/26/2012,2012,9,26,10,4,13,4112,1608,2922,4281,4090,3249,1129,2060
9/26/2012,2012,9,26,10,4,14,3608,766,2021,3346,3163,2861,756,1777
9/26/2012,2012,9,26,10,4,15,3485,556,1649,3111,2826,2746,981,1782
9/26/2012,2012,9,26,10,4,16,3362,829,1450,2726,2646,2904,1921,1856
9/26/2012,2012,9,26,10,4,17,3225,1248,1385,2624,2818,2940,3457,2155
9/26/2012,2012,9,26,10,4,18,2675,882,898,1446,2035,2845,1573,1719
9/26/2012,2012,9,26,10,4,19,1808,470,487,742,1141,2427,531,1269
9/26/2012,2012,9,26,10,4,20,1292,276,250,417,654,2054,232,1085
9/26/2012,2012,9,26,10,4,21,1034,235,262,348,347,1516,193,721
9/26/2012,2012,9,26,10,4,22,801,212,209,253,234,1272,77,484
9/26/2012,2012,9,26,10,4,23,484,122,93,128,122,621,67,288
9/27/2012,2012,9,27,10,5,0,181,57,31,59,50,236,19,93
9/27/2012,2012,9,27,10,5,1,99,24,23,62,49,134,10,58
9/27/2012,2012,9,27,10,5,2,58,19,15,22,15,73,2,32
9/27/2012,2012,9,27,10,5,3,33,3,13,21,11,43,5,24
9/27/2012,2012,9,27,10,5,4,45,9,5,5,7,30,1,8
9/27/2012,2012,9,27,10,5,5,71,47,23,30,33,72,72,14
9/27/2012,2012,9,27,10,5,6,168,215,87,107,75,115,541,70
9/27/2012,2012,9,27,10,5,7,450,674,362,276,307,334,2029,300
9/27/2012,2012,9,27,10,5,8,1122,1754,983,751,752,800,4765,698
9/27/2012,2012,9,27,10,5,9,1327,1106,1022,945,906,917,2060,630
9/27/2012,2012,9,27,10,5,10,1754,674,1195,1540,1404,1170,880,784
9/27/2012,2012,9,27,10,5,11,2331,661,1739,2029,1926,1921,795,1150
9/27/2012,2012,9,27,10,5,12,3769,1488,2629,3839,3627,2922,1084,1966
9/27/2012,2012,9,27,10,5,13,4295,1731,2944,4372,4285,3203,1250,2274
9/27/2012,2012,9,27,10,5,14,3812,877,1947,3414,3452,2895,779,1952
9/27/2012,2012,9,27,10,5,15,3645,760,1828,3171,2876,2941,965,1925
9/27/2012,2012,9,27,10,5,16,3425,791,1548,2943,2702,2916,1855,1952
9/27/2012,2012,9,27,10,5,17,3508,1283,1542,3005,2974,3177,3463,2395
9/27/2012,2012,9,27,10,5,18,3095,873,1017,2270,2564,3099,1634,2044
9/27/2012,2012,9,27,10,5,19,2311,519,575,1172,1665,2808,563,1458
9/27/2012,2012,9,27,10,5,20,1618,347,328,665,1054,2196,307,1164
9/27/2012,2012,9,27,10,5,21,1371,247,300,421,497,1934,136,924
9/27/2012,2012,9,27,10,5,22,957,171,190,338,297,1307,72,521
9/27/2012,2012,9,27,10,5,23,591,126,125,191,154,786,56,347
9/28/2012,2012,9,28,10,6,0,360,77,97,91,94,446,23,134
9/28/2012,2012,9,28,10,6,1,174,29,40,58,52,202,10,89
9/28/2012,2012,9,28,10,6,2,125,12,21,27,24,75,7,61
9/28/2012,2012,9,28,10,6,3,75,18,8,46,30,92,10,50
9/28/2012,2012,9,28,10,6,4,79,14,10,34,6,32,3,22
9/28/2012,2012,9,28,10,6,5,85,70,17,23,20,67,70,20
9/28/2012,2012,9,28,10,6,6,161,240,82,90,83,138,558,83
9/28/2012,2012,9,28,10,6,7,488,729,363,307,318,354,1961,263
9/28/2012,2012,9,28,10,6,8,1181,1758,908,691,841,725,5244,758
9/28/2012,2012,9,28,10,6,9,1638,1097,1233,1231,989,735,2028,621
9/28/2012,2012,9,28,10,6,10,2594,947,1753,2058,1388,1199,952,892
9/28/2012,2012,9,28,10,6,11,3397,1519,2091,2916,1942,1785,934,1472
9/28/2012,2012,9,28,10,6,12,4164,2445,2862,3598,2599,2597,1091,1969
9/28/2012,2012,9,28,10,6,13,4289,1717,2911,4323,3306,2783,952,1913
9/28/2012,2012,9,28,10,6,14,3520,767,2017,3381,2833,2297,831,1525
9/28/2012,2012,9,28,10,6,15,3484,679,1897,3288,2950,2379,930,1574
9/28/2012,2012,9,28,10,6,16,3348,975,1712,3106,3116,2179,1969,1599
9/28/2012,2012,9,28,10,6,17,3592,1269,1657,3008,3005,2476,3126,2004
9/28/2012,2012,9,28,10,6,18,3261,868,1194,2323,2581,2759,1428,1596
9/28/2012,2012,9,28,10,6,19,2281,486,780,1562,1850,2395,562,1358
9/28/2012,2012,9,28,10,6,20,2123,376,490,1074,1317,2305,247,1083
9/28/2012,2012,9,28,10,6,21,2174,252,350,601,826,2274,146,1075
9/28/2012,2012,9,28,10,6,22,1531,224,225,394,477,1798,105,676
9/28/2012,2012,9,28,10,6,23,1133,163,245,360,316,1304,96,510
9/29/2012,2012,9,29,20,7,0,1338,120,144,204,160,656,42,232
9/29/2012,2012,9,29,20,7,1,347,40,55,113,107,340,18,124
9/29/2012,2012,9,29,20,7,2,239,16,46,80,66,218,9,65
9/29/2012,2012,9,29,20,7,3,169,11,50,83,36,136,8,51
9/29/2012,2012,9,29,20,7,4,90,23,18,30,25,69,3,25
9/29/2012,2012,9,29,20,7,5,89,18,23,33,28,66,9,22
9/29/2012,2012,9,29,20,7,6,81,45,40,38,40,74,11,33
9/29/2012,2012,9,29,20,7,7,179,95,108,97,81,145,23,95
9/29/2012,2012,9,29,20,7,8,495,174,351,349,277,322,37,125
9/29/2012,2012,9,29,20,7,9,1115,270,900,1116,743,650,69,270
9/29/2012,2012,9,29,20,7,10,1782,395,1376,1887,1359,979,97,495
9/29/2012,2012,9,29,20,7,11,2417,427,1575,2466,1900,1424,74,772
9/29/2012,2012,9,29,20,7,12,2773,513,1447,2377,2163,1866,72,955
9/29/2012,2012,9,29,20,7,13,2442,312,1131,2362,2288,1898,69,1161
9/29/2012,2012,9,29,20,7,14,2308,231,999,2187,2217,1901,52,1169
9/29/2012,2012,9,29,20,7,15,2183,188,949,2046,2264,1844,37,1260
9/29/2012,2012,9,29,20,7,16,2205,220,748,1962,2138,1864,43,1200
9/29/2012,2012,9,29,20,7,17,2099,458,594,1610,1635,2101,30,1305
9/29/2012,2012,9,29,20,7,18,2153,745,496,959,1418,1968,69,963
9/29/2012,2012,9,29,20,7,19,1698,346,315,511,822,2034,43,935
9/29/2012,2012,9,29,20,7,20,1432,281,262,429,417,1731,35,746
9/29/2012,2012,9,29,20,7,21,1136,239,257,278,387,1694,45,749
9/29/2012,2012,9,29,20,7,22,1161,244,272,362,363,1394,38,536
9/29/2012,2012,9,29,20,7,23,875,202,209,308,314,1197,30,345
9/30/2012,2012,9,30,20,1,0,667,125,135,239,214,609,24,189
9/30/2012,2012,9,30,20,1,1,503,76,115,167,143,468,14,178
9/30/2012,2012,9,30,20,1,2,336,32,83,147,121,302,10,126
9/30/2012,2012,9,30,20,1,3,246,22,67,106,82,198,15,59
9/30/2012,2012,9,30,20,1,4,122,10,35,53,35,76,3,21
9/30/2012,2012,9,30,20,1,5,86,17,24,51,22,52,5,18
9/30/2012,2012,9,30,20,1,6,96,19,34,45,33,57,8,20
9/30/2012,2012,9,30,20,1,7,165,52,77,83,49,102,14,41
9/30/2012,2012,9,30,20,1,8,325,108,178,195,116,288,32,109
9/30/2012,2012,9,30,20,1,9,716,161,425,451,495,502,56,232
9/30/2012,2012,9,30,20,1,10,1272,229,893,1184,1142,910,82,526
9/30/2012,2012,9,30,20,1,11,1863,234,1180,1698,1671,1480,72,750
9/30/2012,2012,9,30,20,1,12,2292,361,1289,2379,2342,1835,56,986
9/30/2012,2012,9,30,20,1,13,2694,297,1312,2629,2722,2476,81,1395
9/30/2012,2012,9,30,20,1,14,2696,293,1429,2910,2838,2552,70,1455
9/30/2012,2012,9,30,20,1,15,2831,340,1277,2969,2766,2487,51,1680
9/30/2012,2012,9,30,20,1,16,2527,274,1034,2648,2428,2372,60,1595
9/30/2012,2012,9,30,20,1,17,2249,295,687,1815,1937,2241,48,1583
9/30/2012,2012,9,30,20,1,18,1525,218,308,728,1143,2246,59,1128
9/30/2012,2012,9,30,20,1,19,1326,176,274,411,659,1948,34,856
9/30/2012,2012,9,30,20,1,20,1060,154,191,314,377,1706,25,780
9/30/2012,2012,9,30,20,1,21,753,108,162,244,233,1570,22,574
9/30/2012,2012,9,30,20,1,22,559,92,138,137,175,930,30,348
9/30/2012,2012,9,30,20,1,23,381,60,64,80,116,537,13,166
